gene_id,AKP_REP1,AKP_REP2,AKP_REP3,AKPE_REP1,AKPE_REP2,AKPE_REP3,AP_REP1,AP_REP2,AP_REP3
2010001A14Rik,9,17,11,12,21,21,26,12,9
2010001E11Rik,0,0,0,0,0,0,0,0,0
2010003K11Rik,6,8,8,3,3,11,31,39,37
2010005H15Rik,0,0,0,0,0,0,0,1,0
2010009K17Rik,0,0,0,0,0,0,1,1,0
2010010A06Rik,0,0,1,0,0,0,0,0,0
2010012O05Rik,51,131,126,138,178,157,149,190,160
2010016I18Rik,52.184,18.107,49.229,47,40,51.011,87.337,36.037,24.198
2010106C02Rik,0,0,0,0,0,0,3,0,0
2010106E10Rik,0,0,0,0,0,0,1,0,0
2010107E04Rik,2030,1900,1702,1376,2236,2057,1874,2305,1641
2010107G12Rik,5,9,4,5,9,1,9,17,12
2010107G23Rik,190,186,183,140,177,210,510,402,283
2010109A12Rik,0,0,0,0,0,0,2,0,0
2010109I03Rik,12,13,13,4,4,9,17,21,26
2010111I01Rik,1437,1471,1450,2063.001,2136,1710,1836.994,1649,1692.999
2010204K13Rik,281,336,347,226,299,240,218,187,202
2010300C02Rik,382,257,296,448,920,511,707,822,820
2010308F09Rik,0,0,0,0,0,0,0,0,0
2010310C07Rik,0,0,0,0,0,0,0,0,0
2010315B03Rik,168,124.999,189,243,182,222,571,322,187
2010320M18Rik,121,119,143,132,177,170,140,186,165
2200002D01Rik,1667,2033,1302,759,1487,737,2831,2477,2355
2200002J24Rik,0,3,3,10,7,0,4,4,7
2210010C04Rik,0,0,0,0,0,0,0,0,0
2210011C24Rik,146,282,358,202,281,318,224,156,159
2210013O21Rik,193,219,240,174,272,218,260,288,207
2210015D19Rik,79,107,86,103,143,87,63,121,125
2210016F16Rik,619,1304,12,473,1448,6,1066,1456,1500
2210016L21Rik,421,604,718,591,544,694,746,537,567
2210018M11Rik,468,414,517,654,665,418,556,340,503
2210019I11Rik,3,0,5,0,0,3,0,0,0
2210039B01Rik,35,26,15,14,19,34,11,16,5
2210404E10Rik,0,0,0,0,0,0,0,0,0
2210404O09Rik,131,101,117,180,130,129.67,136.514,177,171
2210406O10Rik,3,3,0,1,1,2,3,13,2
2210407C18Rik,60,38,50,149,416,320,298,549,645
2210408F21Rik,1,1,0,1,1,1,7,3,5
2210408I21Rik,78,62,81,66,69,54,59,54,74
2210409D07Rik,0,0,0,0,0,0,1,0,0
2210409E12Rik,0,4,0,0,1,0,0,1,0
2210414B05Rik,0,0,0,0,0,0,0,0,0
2210416O15Rik,5,0,4,3,2,0,2,0,1
2210417A02Rik,14,10,14,11,15,12,15,9,7
2210420H20Rik,0,0,0,0,0,0,0,0,0
2300002M23Rik,0,0,3,0,0,0,0,0,0
2300003K06Rik,0,0,0,0,0,0,0,0,0
2300005B03Rik,0,0,0,0,0,0,0,0,0
2300009A05Rik,157,114,146,85,107,104,178,147,121
2310001H17Rik,3,5,9,4,13,4,16,4,2
2310001K24Rik,0,0,0,0,0,0,0,0,0
2310002D06Rik,0,0,0,0,0,0,0,0,0
2310002F09Rik,0,1,2,0,0,3,1,0,2
2310002L09Rik,0,0,0,0,0,0,0,0,0
2310003N18Rik,0,0,0,0,0,2,4,0,0
2310005A03Rik,0,0,0,0,0,0,0,0,0
2310005E17Rik,0,0,0,0,0,0,0,0,0
2310007B03Rik,708,522,708,883,677,401,1369,1448,2280
2310008N11Rik,0,0,0,0,0,0,7,4,0
2310009A05Rik,97,139,120,93,168,153,207,182,150
2310009B15Rik,207,224,248,186,316,241,274,245,286
2310010G23Rik,14,7,18,22,16,16,15,12,15
2310010J17Rik,2,5,4,3,1,1,1,7,2
2310011J03Rik,1333,1445,1426,1164,1564,1279,996,1307,1427
2310015A10Rik,95,52,80,126,103,138,118,41,44
2310015D24Rik,0,0,0,0,0,0,0,0,0
2310016D03Rik,0,0,0,0,0,0,0,0,0
2310020H05Rik,0,0,0,0,0,0,0,0,0
2310022A10Rik,872,1052,1018,793,1028,741,738,894,942
2310022B05Rik,1725,1408,3309,2256,2252,3194,2965,2510,1663
2310030A07Rik,0,0,0,0,0,0,0,0,0
2310030G06Rik,311,313,338,310,329,321,374,441,385
2310033P09Rik,839,821,696,775,987,586,537,541,665
2310034C09Rik,0,0,0,2,0,0,1,0,0
2310034G01Rik,70,67,49,28,50,36,42,43,46
2310034O05Rik,0,0,0,0,0,0,0,0,0
2310035C23Rik,1179,1227,1111,1185,1303,1071,1501,1122,1036
2310036O22Rik,3987,4790,4387,2813,4331,4111,2317,3096,3404
2310039H08Rik,335,321,319,240,386,324,408,383,338
2310039L15Rik,0,1,0,0,0,0,0,0,0
2310040G24Rik,15,18,7,26,71,52,49,38,24
2310043L19Rik,0,0,0,1,0,0,1,0,2
2310043O21Rik,0,0,0,0,0,0,0,0,0
2310045N01Rik,440.001,345,545,373.999,527,578,326,462.999,402
2310045n01rik-mef2b,0,0,0,0,0,0,0,0,0
2310047M10Rik,388,358,504,341,376,502,576,430,336
2310050C09Rik,0,0,0,0,0,0,1,0,2
2310057J18Rik,0,0,0,0,0,0,0,0,0
2310057M21Rik,368,408,513,378,319,341,218,225,309
2310057N15Rik,0,0,0,2,0,0,0,0,0
2310061I04Rik,964,1020,1174,1056,1131,1117,1043,1057,1010
2310061N02Rik,0,0,0,0,0,0,0,0,0
2310065F04Rik,0,0,0,0,0,0,0,0,0
2310067B10Rik,1253,1067,1370,1546,1657,1547,2548,1369,1604
2310068J16Rik,4.003,9.008,5,6,12.041,12.023,8,9,3.023
2310069B03Rik,0,0,3,0,3,2,0,2,0
2310069G16Rik,0,0,0,0,0,0,0,0,0
2310075C17Rik,0,0,0,0,0,0,0,0,0
2310079G19Rik,0,0,0,0,0,0,0,0,0
2310081J21Rik,0,0,0,0,0,0,0,0,0
2400006E01Rik,0,0,0,0,0,0,0,0,0
2410002F23Rik,1673,1945,1951,2290,2083,1447,808,1392,1722
2410003L11Rik,0,0,0,0,0,0,0,0,0
2410004B18Rik,429,445,508,418,428,437,217,270,407
2410004I01Rik,0,0,0,0,0,0,0,0,0
2410004P03Rik,0,0,1,0,0,1,0,1,1
2410006H16Rik,1526,1772,1798,794,1654,1655,2370,2266,1143
2410012E07Rik,0,0,0,0,0,0,0,0,0
2410015M20Rik,1259,1180,1283,913,1387,1131,1331,1360,1324
2410016O06Rik,1642,1652,1672,1377,1729,1408,945,1085,1316
2410017I17Rik,0,0,0,0,0,0,0,3,2
2410018L13Rik,0,0,0,1,1,0,1,7,18.022
2410021H03Rik,0,0,0,0,0,0,0,0,0
2410089E03Rik,485,291,491,399,422,429,270,189,291
2410124H12Rik,0,0,0,0,0,0,0,0,0
2410127L17Rik,2098,2060,2320,2092,2074,1858,1371,1474,1614
2410131K14Rik,638,667,1015,733,656,831,449,568,575
2410137M14Rik,0,0,0,0,1,0,0,0,0
2410141K09Rik,0,0,0,0,0,0,0,0,0
2500002B13Rik,94,92,88,63,82,92,177,124,74
2500004C02Rik,52,32,50,45,31,31,22,31,21
2510002D24Rik,430,467,402,470,530,418,419,433,420
2510003B16Rik,4,5,6,4,8,1,7,3,3
2510009E07Rik,4,4,5,293,106,102,39,18,8
2510039O18Rik,2675,2759,2686,2831,3345,2729,3587,3066,2938
2610001J05Rik,813,802,896,718,866,711,719,854,844
2610002M06Rik,937,847,1053,1008,922,943,1276,1009,946
2610005L07Rik,643.729,742.497,1157.921,539.183,817.638,959.644,1131.509,570.258,756.498
2610008E11Rik,188,145,187,360,294,323,313,240,140
2610015P09Rik,260,243,201,226,294,219,310,325,231
2610016A17Rik,0,0,0,0,0,0,0,0,0
2610020C07Rik,28,39,18.014,42.001,16.005,37.023,7.004,10.002,9.001
2610020H08Rik,85,71,108,71,59,76,146,79,78
2610027K06Rik,0,0,0,0,0,1,0,0,0
2610028E06Rik,0,0,0,0,0,0,0,0,0
2610028H24Rik,0,0,0,0,0,0,0,0,0
2610035D17Rik,347,352,282,334,512,273,450,545,413
2610035F20Rik,0,0,0,0,0,0,0,0,0
2610037D02Rik,0,0,0,0,0,0,0,0,0
2610042L04Rik,0,0,0,1,0,0,0,0,3
2610044O15Rik8,143,80,116,115,140,100,87,118,76
2610100L16Rik,0,0,0,0,0,0,0,0,0
2610203C22Rik,0,0,0,1,0,0,22,14,10
2610206C17Rik,11,2,1,5,4,4,0,3,0
2610301B20Rik,240,230,320,293,246,204,261,297,278
2610305D13Rik,0,0,5,0,0,17,0,0,0
2610306M01Rik,73,91,77,79,122,93,66,99,68
2610307P16Rik,0,0,0,2,5,3,4,1,0
2610316D01Rik,0,0,0,0,0,0,0,0,0
2610318N02Rik,230,189,179,258,240,114,171,156,153
2610507B11Rik,13882,11417,14852,12917,11674,10789,9181,7675,10097
2610507I01Rik,9,5,1,65,5,11,131,55,36
2610524H06Rik,228,240,266,280,275.791,292,112,99,135
2610528A11Rik,205,110,232,32,273,102,1263,1539,65
2610528J11Rik,999,1120,1128,550,1039,973,1362,919,857
2700029M09Rik,1341,1361,1700,1236,1265,1512,1106,1251,964
2700038G22Rik,154,120,201,215,156,139,71,57,96
2700046A07Rik,0,0,0,3,6,32,5,0,0
2700046G09Rik,42,26,19,23,28,22,29,20,26
2700049A03Rik,572,449,535,659,563,516,511,427,392
2700054A10Rik,18,39,47,58,103,55,102,99,83
2700060E02Rik,3045,3524.984,3331.409,3491.57,4012.737,3097.906,3352.172,4019.889,3271.558
2700062C07Rik,315,314,319,347,339,290,279,289,214
2700069I18Rik,0,0,0,0,0,0,0,0,0
2700070H01Rik,0,0,0,0,0,0,0,0,0
2700081O15Rik,355,241,413,667,403,481,116,142,232
2700089I24Rik,0,0,0,0,0,0,0,0,0
2700094K13Rik,2262,2801,2592,1910,2530,2434,1799,1786,1652
2700097O09Rik,315,325,336,301,290,262,199,254,205
2700099C18Rik,93,65,93,121,97,80,109,77,80
2810001G20Rik,91,77,109,74,112,109,70,74,61
2810002D19Rik,130,92,88,96,84,92,102,92,72
2810004N23Rik,1821,2172,2297,1542,2088,2136,1109,1402,1717
2810006K23Rik,268,365,489,345,357,356,290,287,281
2810013P06Rik,104,136,139,97,120,199,146,146,89
2810021J22Rik,54,151,168,92,202,136,185,188,156
2810025M15Rik,743.221,736.973,829.83,717,890.368,761,528.235,489.552,502.61
2810029C07Rik,9,6,10,13,12,4,22,13,10
2810032G03Rik,0,0,0,0,2,0,0,0,0
2810047C21Rik1,4,0,26.197,38,0,34,2,12,21
2810049E08Rik,0,0,0,0,0,0,0,0,0
2810403A07Rik,1303,996,1297,1564,1237,1085,1529,879,1056
2810403D21Rik,13,10,3,3,3,4,1,4,6
2810404M03Rik,0,0,0,0,0,0,0,0,0
2810405F15Rik,0,0,0,0,0,0,0,0,0
2810408A11Rik,26,42,46,87,132,122,179,141,25
2810408I11Rik,207,239,232,196,281,196,140,140,184
2810410L24Rik,20,15,12,19,26,33,24,16,13
2810417H13Rik,4461,6502,6332,6843,6767,6202,4048,4859,4907
2810428I15Rik,827,1060,1251,865,1144,1318,708,818,949
2810429I04Rik,26,28,12,23,23,17,1,18,15
2810433D01Rik,0,0,0,0,0,0,1,0,0
2810442N19Rik,0,0,0,0,0,0,0,0,0
2810454H06Rik,4,13,12,9,9,15,11,10,3
2810459M11Rik,34,38,38,100,157,113,169,105,108
2810468N07Rik,2,2,1,0,2,0,0,0,0
2810471M01Rik,0,0,0,0,0,0,0,0,0
2810474O19Rik,819,766,978.001,1067.999,867,951,878,640,964
2900005J15Rik,22,37,34,38,20,32,54,23,25
2900008C10Rik,0,4,1,0,2,1,2,1,2
2900009J06Rik,5,6,6,7,3,4,10,11,2
2900011O08Rik,0,0,0,0,0,0,0,0,0
2900026A02Rik,2749,2027,3404,4443,3307,3124,2186,2802,4226
2900041M22Rik,0,0,2,16,1,6,13,2,4
2900052N01Rik,0,0,0,0,0,0,0,0,0
2900055J20Rik,0,0,0,0,3,0,1,3,0
2900057B20Rik,0,0,0,0,0,0,0,0,0
2900060B14Rik,0,0,4,0,0,2,0,1,1
2900076A07Rik,7,9,14,12,13,18,24,12,4
2900079G21Rik,0,0,0,0,0,0,0,0,0
2900092C05Rik,0,0,0,0,0,0,0,0,0
2900092D14Rik,0,0,0,0,0,0,0,0,0
2900097C17Rik,7663,6313,7283,6874,6185,6306,5101,4955,5509
3000002C10Rik,55.005,23,35,65,44,59,39,62,52
3010001F23Rik,0,0,0,0,0,0,0,0,0
3010026O09Rik,96,96,100,102,124,113,158,114,85
3100003L05Rik,0,0,0,0,0,0,0,0,0
3110001I22Rik,103,92,100,103,115,84,46,77,90
3110002H16Rik,729,663,708,606,639,556,786.383,746,692
3110009E18Rik,21,27,28,17,46,33,37,25,17
3110009F21Rik,0,0,0,0,0,0,0,0,0
3110015C05Rik,0,0,0,0,0,0,0,0,0
3110021A11Rik,1,1,5,2,5,4,1,0,3
3110021N24Rik,131,100,110,111,106,104,88,59,112
3110035E14Rik,0,0,0,0,0,0,0,0,0
3110039I08Rik,581,235,413,222,93,165,202,120,68
3110039M20Rik,0,0,0,0,1,0,0,0,0
3110040N11Rik,304,315,318,269,351,268,453,401,259
3110043O21Rik,436,439,435,350,432,443,1153,831,425
3110045C21Rik,55,46,56,73,67,85,32,30,48
3110052M02Rik,17,25,27,54,37,18,64,37,29
3110056K07Rik,52,51,41,56,40,44,32,27,41
3110057O12Rik,97,74,101.488,77.968,130.894,75.915,243.864,142.544,70
3110062M04Rik,333.378,269.654,319.23,255.472,330.771,277.326,315.622,339.728,419.545
3110070M22Rik,16,30.097,0,4,38,0,5,15,10
3110079O15Rik,0,0,0,0,0,0,2,0,0
3110082I17Rik,1271,1667,1954,1348,1548,1380,650,1077,1101
3110082J24Rik,0,0,0,0,1,0,0,0,0
3110099E03Rik,0,0,0,0,0,0,1,0,0
3200001D21Rik,0,4,0,0,0,1,1,1,1
3300002I08Rik,7,2,8,3,4,5,7,6,8
3300002P13Rik,0,0,0,0,0,0,0,0,0
3300005D01Rik,3,6,10,6,14,7,0,9,9
3425401B19Rik,0,0,0,0,0,0,0,0,0
3632451O06Rik,0,0,0,2,2,0,22,13,1
3632454L22Rik,0,0,0,2,0,0,0,1,0
3830403N18Rik,0,0,0,0,0,0,0,0,0
3830406C13Rik,337.999,350.001,381,386.999,442.001,351.001,485.001,439.002,387
3830408C21Rik,13,7,18,16,5,22,18,8,6
3830417A13Rik,0,0,0,0,1,0,0,2,0
3830432H09Rik,0,1,1,0,0,0,0,0,0
3930402G23Rik,18,14,32,13,14,20,12,9,3
4430402I18Rik,0,2,1.014,0,2.036,5.119,8.318,4,1.009
4631405J19Rik,0,0,0,1,0,0,0,0,0
4632404H12Rik,51,44,38,53,81,61,79,63,70
4632415L05Rik,418,384,484,505,423,596,501,382,376
4632427E13Rik,1,9,4,6,6,5,3,2,0
4632428C04Rik,3,5,3,3,3,8,20,9,7
4632428N05Rik,0,1,4,1,0,5,22,9,1
4732416N19Rik,1.852,0,0,2,1.889,0,1,2.979,0
4732456N10Rik,1395,1040,1219,1474,2162,605,5169,10601,12564
4732471J01Rik,17.464,14.094,9.39,19.512,3.117,12.561,7.607,10.108,12.274
4732490B19Rik,74,45,36,125,104,76,56,86,85
4732491K20Rik,8,7,13,16,21,23,25,49,30
4831407H17Rik,0,0,0,0,0,0,0,0,0
4831440E17Rik,23,4,16,27,7,10,22,8,8
4833411C07Rik,0,0,0,0,0,0,0,0,0
4833412C05Rik,0,0,0,0,0,0,0,0,0
4833415N18Rik,0,0,0,0,1,1,0,0,0
4833417C18Rik,45,24,30,22,21,25,27,12,20
4833418N02Rik,10,10,13,11,9,9,13,16,6
4833419F23Rik,2,2,6,9,8,7,2,1,3
4833420G17Rik,675,586,302,754,762,385,737,565,493
4833422C13Rik,0,0,0,3,0,0,0,0,0
4833422M21Rik,0,0,0,0,0,0,0,0,0
4833423E24Rik,0,0,0,0,0,0,0,0,0
4833427F10Rik,61,52,52,36,49,40,83,73,19
4833427G06Rik,0,0,0,0,0,0,3,1,2
4833428L15Rik,0,0,0,0,0,0,0,0,0
4833439L19Rik,2945.954,2744.001,3522.001,3139,3264,3262,3161.955,3042.907,3094.943
4921501E09Rik,0,0,0,0,0,0,0,0,0
4921504A21Rik,0,0,0,0,0,0,0,0,0
4921504E06Rik,0,0,0,1,0,0,0,0,0
4921506M07Rik,92,90,53,27,114,27,36,27,28
4921507L20Rik,2,0,0,2,0,6,0,0,0
4921507P07Rik,42,32,37,33,19,34,15,17,16
4921508D12Rik,0,0,0,0,0,0,0,0,0
4921509C19Rik,0,0,0,0,0,0,0,0,0
4921509O07Rik,0,0,0,0,0,0,0,0,0
4921511C10Rik,0,0,0,0,0,0,0,0,0
4921511C20Rik,0,0,0,0,0,0,0,0,0
4921511H03Rik,0,0,0,0,0,0,0,0,0
4921511I17Rik,0,0,0,0,0,0,0,0,0
4921511M17Rik,0,0,0,0,0,0,0,0,0
4921513I03Rik,0,0,1,0,0,0,0,0,0
4921515E04Rik,0,0,1,0,0,0,0,0,0
4921517D22Rik,0,0,0,0,0,0,0,0,0
4921518K17Rik,1,0,0,0,0,2,0,0,0
4921524J17Rik,585,641,800,646,592,816,581,652,400
4921524L21Rik,0,0,0,0,0,0,0,0,0
4921525O09Rik,0,0,0,0,0,2,0,0,0
4921529L05Rik,0,0,0,0,0,0,0,0,0
4921530L21Rik,0,0,0,0,0,0,0,0,0
4921531C22Rik,36,64,31,34,52,50,38,36,48
4921531P14Rik,0,0,0,0,0,0,0,0,0
4921533I20Rik,0,0,0,0,0,0,0,0,0
4921534H16Rik,0,0,0,0,0,0,0,0,0
4921536K21Rik,54,45,104,53,47,63,109,71,51
4921539E11Rik,0,0,0,0,0,0,0,0,0
4922502D21Rik,0,0,0,0,1,0,0,0,0
4922502H24Rik,0,0,0,0,0,0,0,0,0
4922502N22Rik,0,0,0,0,0,0,0,0,0
4930401C15Rik,0,0,0,0,0,0,0,0,0
4930401O10Rik,0,0,0,0,0,0,0,0,0
4930401O12Rik,0,0,0,0,0,0,0,0,0
4930402F06Rik,0,0,0,0,0,0,0,0,0
4930402F11Rik,0,0,0,0,0,0,0,0,0
4930402H24Rik,853,510,657,673,490,508,688,395,628
4930402K13Rik,0,0,0,0,0,0,0,0,0
4930404A05Rik,0,0,0,0,0,0,0,0,0
4930404H11Rik,0,0,0,0,0,0,0,0,0
4930404I05Rik,5,2,1,5,2,1,2,5,2
4930404N11Rik,10,9,8,12,17,11,7,9,7
4930405A10Rik,0,0,0,0,0,0,0,0,0
4930405A21Rik,0,1,1,1,3,5,0,1,3
4930405D11Rik,0,0,0,0,0,0,0,0,0
4930405J17Rik,0,0,0,0,0,0,0,0,0
4930405L22Rik,0,0,0,0,0,0,0,0,0
4930405O22Rik,3,4,0,0,0,0,0,1,0
4930406D18Rik,0,0,0,0,0,0,0,0,0
4930407G08Rik,0,0,0,0,0,0,0,0,0
4930407I10Rik,0,0,0,0,0,0,1,1,1
4930407I19Rik,0,0,0,0,0,0,0,0,0
4930412B13Rik,0,0,0,1,0,0,0,0,0
4930412C18Rik,4,1,4,0,0,2,5,4,5
4930412O13Rik,1,0,0,0,0,0,0,0,0
4930413E15Rik,0,0,0,0,0,0,0,0,0
4930413F20Rik,24.847,8,13,15,28,9,23,19,8
4930413G21Rik,317,213,312,240,240,230,294,176,277
4930413M19Rik,0,0,0,0,0,0,0,0,0
4930414N06Rik,0,0,0,0,0,0,0,0,0
4930415F15Rik,0,0,0,0,0,0,0,0,0
4930415L06Rik,0,0,0,0,0,0,0,0,0
4930415O20Rik,7,4,5,15,48,18,130,72,46
4930417O13Rik,0,0,0,0,0,0,0,1,0
4930417O22Rik,0,0,0,0,0,0,0,0,0
4930419G24Rik,0,0,0,0,0,0,0,0,0
4930423M02Rik,0,0,0,0,0,0,0,0,0
4930425K10Rik,0,0,0,0,0,0,0,0,0
4930425L21Rik,0,0,0,0,0,0,0,0,0
4930425O10Rik,8,13,9,23,22,11,3,1,0
4930426D05Rik,0,0,0,4,0,2,0,1,0
4930426L09Rik,0,0,0,0,0,0,0,2,0
4930427A07Rik,1638,1607,1806,2004,2264,1947,1393,1492,1750
4930428D20Rik,0,0,0,0,0,0,0,0,0
4930428E07Rik,0,0,0,0,0,0,0,0,0
4930428G15Rik,0,0,3,0,0,2,0,1,0
4930428O21Rik,0,0,0,0,0,0,0,0,0
4930429B21Rik,11,6.737,11.353,12,9,14,25,25.176,35.461
4930429D17Rik,0,0,0,0,0,0,0,0,0
4930429F11Rik,0,0,0,0,0,0,0,0,0
4930429F24Rik,0,0,0,0,0,0,0,0,0
4930430A15Rik,0,0,0,0,0,0,0,0,0
4930430F08Rik,349.488,301.946,352.151,259.333,240.549,263.78,274.217,248.139,217.032
4930430F21Rik,0,0,0,0,0,0,0,0,0
4930430J02Rik,0,0,0,0,1,0,0,0,0
4930431F12Rik,0,0,1,0,0,0,0,0,0
4930431P03Rik,0,0,0,0,0,0,0,0,0
4930432J09Rik,0,0,0,0,0,0,0,0,0
4930432K21Rik,11,8,21,16,17,11,9,10,8
4930432M17Rik,0,0,0,0,0,0,0,0,0
4930433B08Rik,1,0,0,0,0,0,0,0,0
4930433I11Rik,0,0,0,0,0,0,0,0,0
4930433N12Rik,0,0,0,0,0,0,11,0,0
4930434J06Rik,0,0,0,0,0,0,0,0,0
4930435E12Rik,0,0,0,0,0,0,0,0,0
4930438E09Rik,0,0,0,0,0,0,0,0,0
4930440C22Rik,0,0,0,0,0,0,0,0,0
4930440I19Rik,0,0,0,0,0,0,0,0,0
4930441H08Rik,0,0,0,0,0,0,0,0,0
4930441J16Rik,0,0,0,0,0,0,0,0,0
4930442J19Rik,0,0,0,0,0,0,0,0,0
4930442L01Rik,0,0,0,0,0,0,0,0,0
4930443O20Rik,1,4,0,0,0,1,0,0,0
4930444F02Rik,0,0,0,0,0,0,0,0,0
4930444G20Rik,0,0,0,0,0,0,0,0,0
4930444M15Rik,2,1,1,0,3,2,0,3,0
4930444P10Rik,1,0,0,1,0,0,0,1,3
4930445N18Rik,0,0,0,6,5,1,2,0,3
4930447A16Rik,0,0,0,0,0,0,0,0,0
4930447C04Rik,0,0,0,0,0,0,0,0,0
4930447F24Rik,94,68,173,60,107,162,265,192,93
4930447J18Rik,0,0,0,0,0,0,0,0,0
4930447K03Rik,0,0,1,1,0,0,5,1,0
4930447M23Rik,0,0,0,0,0,2,0,2,0
4930447N08Rik,0,0,0,0,0,0,0,0,0
4930448C13Rik,0,0,0,0,0,0,0,0,0
4930448F12Rik,0,0,0,0,0,0,0,0,0
4930448H16Rik,0,0,0,0,0,0,0,0,0
4930448I06Rik,0,0,0,0,0,0,0,0,0
4930448I18Rik,0,0,0,0,0,0,0,0,0
4930448K20Rik,0,0,0,0,0,0,0,0,0
4930449E01Rik,0,0,0,0,0,0,0,0,0
4930449E18Rik,0,0,0,0,0,0,0,0,0
4930449I24Rik,0,0,0,0,0,0,0,0,0
4930451G09Rik,5,10,7,6,9,7,7,8,12
4930451I11Rik,0,0,0,0,0,0,0,0,0
4930452A19Rik,0,0,0,0,0,0,0,0,0
4930452B06Rik,0,5,15,0,2,5,5,20,10
4930452G13Rik,0,0,0,0,0,0,0,0,0
4930452N14Rik,0,0,0,0,0,0,0,0,0
4930453H23Rik,0,0,0,0,0,0,0,0,0
4930453L07Rik,0,0,0,0,0,0,0,0,0
4930453N24Rik,851,832,926,902,869,828,526,724,747
4930455B14Rik,0,0,0,0,0,0,0,0,0
4930455C13Rik,1.014,2.032,0,1.569,2.02,2.027,2.046,0,1.006
4930455D15Rik,0,0,0,0,0,0,0,0,0
4930455F16Rik,0,0,0,0,0,0,0,0,0
4930455G09Rik,1,3,6,3,5,4,11,17,4
4930455H04Rik,0,0,0,0,0,0,0,0,0
4930455J16Rik,0,0,0,0,0,0,0,0,0
4930456L15Rik,0,0,0,0,0,0,0,0,0
4930459C07Rik,0,0,0,0,0,0,0,0,2
4930459L07Rik,0,0,0,0,0,0,0,0,0
4930461G14Rik,721,738,800,621,696,748,885,743,571
4930463O16Rik,0,0,0,0,0,0,0,0,0
4930465K10Rik,0,0,1,1,0,0,0,0,2
4930465M20Rik,0,0,0,0,0,0,0,0,0
4930467D21Rik,0,0,0,0,0,0,0,0,0
4930467E23Rik,0,0,1,0,0,0,0,0,0
4930467K11Rik,0,0,0,0,0,0,0,0,0
4930469G21Rik,0,0,0,1,0,0,0,0,0
4930470H14Rik,0,0,0,0,0,2,0,0,0
4930470O06Rik,0,0,0,0,0,0,0,0,0
4930470P17Rik,0,0,0,0,0,0,0,0,0
4930471C04Rik,0,0,0,0,0,0,0,0,0
4930471G03Rik,0,0,0,0,0,0,0,0,0
4930471M09Rik,0,0,0,0,0,0,0,0,0
4930473A02Rik,0,0,0,0,0,0,0,0,0
4930473O22Rik,0,0,0,0,0,0,0,0,0
4930474G06Rik,0,0,0,0,0,0,0,0,0
4930474H20Rik,0,0,0,0,0,0,0,0,0
4930474M22Rik,0,0,0,0,0,0,0,0,0
4930474N05Rik,0,0,0,0,2,0,0,0,0
4930474N09Rik,0,0,0,0,0,0,0,0,0
4930477N07Rik,0,0,0,0,0,0,0,0,0
4930478L05Rik,0,0,0,0,0,0,0,0,0
4930478P22Rik,0,0,0,0,0,0,0,0,0
4930479D17Rik,0,0,0,0,0,0,0,0,0
4930480E11Rik,0,0,0,0,0,0,0,0,0
4930480G23Rik,0,0,0,0,0,0,0,0,0
4930480K15Rik,0,0,0,0,0,0,0,0,0
4930480K23Rik,21,12,11,20,10,14,29,18,17
4930480M12Rik,0,0,0,0,0,0,0,0,0
4930481A15Rik,5,5,3,11,6,8,23,7,4
4930482G09Rik,0,0,0,0,0,0,0,0,0
4930483J18Rik,3,1,2,1,3,0,3,2,0
4930483K19Rik,1,0,5,0,1,5,1.001,0,0
4930483O08Rik,0,0,0,0,0,0,0,0,0
4930484H19Rik,0,0,0,0,0,0,0,0,0
4930486F22Rik,0,0,0,0,0,0,0,0,0
4930486I03Rik,0,0,0,0,2,0,0,0,0
4930486L24Rik,0,0,4,0,0,2,0,0,5
4930487D11Rik,0,0,0,0,0,0,0,0,0
4930487H11Rik,1,0,2,0,0,0,1,1,1
4930488B22Rik,0,0,0,0,0,0,0,0,0
4930488L21Rik,0,0,0,0,0,0,0,0,0
4930500F04Rik,0,0,0,0,0,0,0,0,0
4930500L23Rik,0,0,0,0,0,0,0,0,0
4930502A04Rik,0,0,0,0,0,0,0,0,0
4930502E09Rik,0,0,0,0,1,0,0,0,0
4930502E18Rik,0,0,0,0,0,0,0,0,0
4930503B20Rik,0,1,1,0,0,2,0,0,0
4930503E14Rik,0,0,0,0,0,0,0,0,0
4930503E24Rik,0,0,0,0,0,0,0,0,0
4930503F20Rik,0,0,0,0,0,0,0,0,0
4930503H13Rik,0,0,0,0,0,0,0,0,0
4930503L19Rik,150,158,166,178,98,90,55,52,69
4930503O07Rik,0,0,0,0,0,0,0,0,0
4930504C09Rik,0,0,0,0,0,0,0,0,0
4930504O13Rik,0,0,0,0,0,0,0,0,0
4930505A04Rik,0,0,0,0,0,0,1,0,0
4930505G20Rik,0,0,0,0,0,0,0,0,0
4930505K13Rik,0,0,0,0,0,0,0,0,0
4930505K14Rik,0,0,0,0,0,0,0,0,0
4930506A18Rik,1,0,0,0,0,0,0,0,0
4930506C21Rik,0,1,0,3,0,2.001,0,0,0
4930507D05Rik,50.441,61.325,69.441,30.456,42.894,51.274,41.745,32.361,67.454
4930507D10Rik,0,0,0,0,0,0,0,0,0
4930509E16Rik,2,2,2,5,6,6,4,2,4
4930509J09Rik,0,0,0,0,0,0,0,0,0
4930509K18Rik,0,0,0,0,0,0,0,0,0
4930511A02Rik,0,0,0,0,0,0,0,0,0
4930511A08Rik,1,0,3,0,0,0,0,0,0
4930511E03Rik,0,0,0,0,0,0,5,4,0
